Age,Balance,IsActiveMember,France,Spain,Gender_le,Exited,Y_pred
0.4820514843177635,-1.2258476714090278,0.9702425509371356,0.9972039090469852,-0.5738091541336192,-1.0959875190286648,1,0
0.3663880174844074,0.1173500214351105,0.9702425509371356,-1.002803930999114,1.7427397119690018,-1.0959875190286648,0,0
0.4820514843177635,1.3330533457228904,-1.0306701134001208,0.9972039090469852,-0.5738091541336192,-1.0959875190286648,1,0
0.1350610838176954,-1.2258476714090278,-1.0306701134001208,0.9972039090469852,-0.5738091541336192,-1.0959875190286648,0,0
0.5977149511511195,0.7857278997960591,0.9702425509371356,-1.002803930999114,1.7427397119690018,-1.0959875190286648,0,0
0.7133784179844755,0.5973285944410414,-1.0306701134001208,-1.002803930999114,1.7427397119690018,0.9124191495230392,1,0
1.4073592189846118,-1.2258476714090278,0.9702425509371356,0.9972039090469852,-0.5738091541336192,0.9124191495230392,0,0
-1.0215735845158649,0.6180189508533646,-1.0306701134001208,-1.002803930999114,-0.5738091541336192,-1.0959875190286648,1,0
0.7133784179844755,1.0508202865849028,0.9702425509371356,0.9972039090469852,-0.5738091541336192,0.9124191495230392,0,0
-1.252900518182577,0.9314633619936776,0.9702425509371356,0.9972039090469852,-0.5738091541336192,0.9124191495230392,0,0
-0.7902466508491528,0.409185402285092,-1.0306701134001208,0.9972039090469852,-0.5738091541336192,0.9124191495230392,0,0
-1.5998909186826449,-1.2258476714090278,-1.0306701134001208,-1.002803930999114,1.7427397119690018,0.9124191495230392,0,0
-0.4432562503490847,-1.2258476714090278,-1.0306701134001208,0.9972039090469852,-0.5738091541336192,-1.0959875190286648,0,0
-1.4842274518492888,-1.2258476714090278,-1.0306701134001208,0.9972039090469852,-0.5738091541336192,-1.0959875190286648,0,0
-0.3275927835157287,-1.2258476714090278,0.9702425509371356,-1.002803930999114,1.7427397119690018,-1.0959875190286648,0,0
0.8290418848178316,1.0681029591182611,0.9702425509371356,-1.002803930999114,-0.5738091541336192,0.9124191495230392,0,0
2.33266695365146,0.8993931172292712,-1.0306701134001208,-1.002803930999114,-0.5738091541336192,0.9124191495230392,1,1
-1.5998909186826449,-1.2258476714090278,0.9702425509371356,-1.002803930999114,1.7427397119690018,-1.0959875190286648,0,0
0.8290418848178316,-1.2258476714090278,-1.0306701134001208,-1.002803930999114,1.7427397119690018,0.9124191495230392,0,0
-1.5998909186826449,-1.2258476714090278,0.9702425509371356,0.9972039090469852,-0.5738091541336192,-1.0959875190286648,0,0
0.3663880174844074,-1.2258476714090278,0.9702425509371356,0.9972039090469852,-0.5738091541336192,0.9124191495230392,0,0
-0.6745831840157968,-1.2258476714090278,-1.0306701134001208,-1.002803930999114,1.7427397119690018,-1.0959875190286648,0,0
0.0193976169843393,-1.2258476714090278,-1.0306701134001208,-1.002803930999114,1.7427397119690018,-1.0959875190286648,1,0
